ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit
11074,4,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0
8722,12,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0
27151,4,4) $350 - $500,488.44,0,1,Urban,1,Web,No E-Mail,0
63599,10,1) $0 - $100,54.04,1,0,Urban,0,Web,Mens E-Mail,1
44178,3,2) $100 - $200,154.4,0,1,Surburban,1,Phone,Womens E-Mail,1
62801,8,5) $500 - $750,613.07,0,1,Surburban,1,Web,Mens E-Mail,1
45175,1,5) $500 - $750,655.55,1,1,Urban,1,Phone,Mens E-Mail,0
30260,6,3) $200 - $350,247.16,0,1,Surburban,1,Phone,Womens E-Mail,0
53066,2,2) $100 - $200,135.79,1,0,Urban,1,Phone,Mens E-Mail,0
20214,9,3) $200 - $350,268.09,1,0,Surburban,1,Web,No E-Mail,0
41215,4,3) $200 - $350,317.41,1,0,Urban,0,Phone,Womens E-Mail,0
49527,1,3) $200 - $350,311.63,0,1,Urban,0,Web,Mens E-Mail,0
9148,10,1) $0 - $100,76.95,0,1,Surburban,1,Web,No E-Mail,0
16311,10,3) $200 - $350,250.81,1,1,Surburban,1,Web,No E-Mail,0
57730,3,2) $100 - $200,173.07,1,0,Surburban,1,Phone,Mens E-Mail,0
6224,10,2) $100 - $200,120.8,0,1,Surburban,0,Web,No E-Mail,0
4332,3,1) $0 - $100,90.47,0,1,Urban,0,Web,No E-Mail,0
10177,2,2) $100 - $200,189.04,1,0,Rural,0,Phone,Mens E-Mail,0
30625,5,2) $100 - $200,183.02,1,0,Rural,1,Web,Mens E-Mail,0
56092,10,2) $100 - $200,139.94,0,1,Surburban,1,Web,Womens E-Mail,0
52269,7,3) $200 - $350,306.47,0,1,Surburban,0,Multichannel,No E-Mail,0
63222,5,2) $100 - $200,115.04,0,1,Urban,0,Phone,No E-Mail,0
58725,12,3) $200 - $350,215.12,1,1,Urban,0,Phone,Mens E-Mail,1
25800,2,1) $0 - $100,96.83,0,1,Surburban,1,Web,Womens E-Mail,0
46175,2,3) $200 - $350,253.87,1,0,Rural,1,Web,Mens E-Mail,0
39009,10,2) $100 - $200,105.12,1,0,Surburban,0,Web,No E-Mail,0
43529,1,3) $200 - $350,224.76,0,1,Rural,0,Multichannel,No E-Mail,0
3694,11,"6) $750 - $1,000",838.13,1,0,Rural,1,Phone,Mens E-Mail,0
19936,2,2) $100 - $200,154.43,1,0,Rural,1,Phone,No E-Mail,0
4447,2,"7) $1,000 +",1000.78,1,1,Surburban,1,Web,No E-Mail,0
19519,10,1) $0 - $100,63.87,0,1,Rural,0,Phone,Womens E-Mail,0
55736,9,1) $0 - $100,64.91,0,1,Urban,1,Web,Womens E-Mail,0
13049,3,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0
27838,9,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0
36350,5,4) $350 - $500,396.81,0,1,Urban,0,Phone,Mens E-Mail,1
41108,10,2) $100 - $200,185.55,1,0,Surburban,1,Web,Mens E-Mail,0
16396,1,3) $200 - $350,255.99,0,1,Rural,0,Phone,Mens E-Mail,1
7741,1,1) $0 - $100,57.11,0,1,Urban,0,Web,Womens E-Mail,0
32324,7,1) $0 - $100,75.42,1,0,Surburban,1,Phone,Womens E-Mail,1
31180,5,1) $0 - $100,70.17,1,0,Surburban,1,Phone,Womens E-Mail,0
22089,9,2) $100 - $200,132.37,1,0,Surburban,0,Web,Womens E-Mail,0
19984,1,4) $350 - $500,386.98,1,1,Urban,0,Web,Womens E-Mail,0
55649,2,3) $200 - $350,221.16,1,0,Rural,1,Phone,Womens E-Mail,0
33303,10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0
52727,11,1) $0 - $100,60.93,1,0,Urban,0,Phone,Mens E-Mail,0
63592,10,2) $100 - $200,150.96,1,0,Surburban,0,Web,No E-Mail,0
50546,2,3) $200 - $350,343.18,1,0,Urban,1,Multichannel,No E-Mail,0
57748,12,1) $0 - $100,33.37,1,0,Surburban,0,Phone,No E-Mail,0
26022,2,5) $500 - $750,637.77,1,1,Urban,1,Multichannel,Womens E-Mail,0
36066,11,4) $350 - $500,394.19,0,1,Urban,0,Web,No E-Mail,0
7387,9,2) $100 - $200,108.74,0,1,Surburban,1,Phone,Womens E-Mail,0
51769,4,2) $100 - $200,182.58,1,0,Urban,0,Phone,No E-Mail,0
55072,12,1) $0 - $100,60.62,1,0,Rural,1,Web,No E-Mail,0
34216,1,5) $500 - $750,607.0,1,0,Urban,1,Multichannel,No E-Mail,0
10101,9,4) $350 - $500,436.51,1,0,Urban,1,Multichannel,Mens E-Mail,0
33098,3,"6) $750 - $1,000",905.51,0,1,Urban,1,Multichannel,Mens E-Mail,1
53418,2,4) $350 - $500,440.35,1,0,Urban,0,Multichannel,Womens E-Mail,1
3025,9,4) $350 - $500,378.19,1,0,Surburban,0,Web,No E-Mail,0
52699,1,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0
44256,8,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0
644,3,1) $0 - $100,43.0,1,0,Urban,0,Phone,No E-Mail,0
56271,8,2) $100 - $200,152.11,0,1,Surburban,0,Web,Mens E-Mail,0
9350,11,2) $100 - $200,170.24,1,0,Urban,1,Web,Mens E-Mail,0
30319,2,3) $200 - $350,201.61,0,1,Urban,0,Web,Mens E-Mail,0
40563,9,3) $200 - $350,250.35,1,0,Urban,0,Web,Mens E-Mail,0
50008,11,1) $0 - $100,43.47,0,1,Urban,1,Web,No E-Mail,0
61565,2,"6) $750 - $1,000",754.01,0,1,Surburban,1,Multichannel,Womens E-Mail,0
57321,7,2) $100 - $200,114.58,0,1,Urban,0,Phone,Mens E-Mail,0
714,2,5) $500 - $750,584.37,1,0,Urban,1,Multichannel,Mens E-Mail,1
16954,2,3) $200 - $350,338.6,1,0,Surburban,1,Web,Mens E-Mail,0
18773,11,2) $100 - $200,131.07,0,1,Urban,1,Phone,No E-Mail,0
1931,9,1) $0 - $100,65.3,0,1,Rural,1,Web,No E-Mail,0
32902,1,4) $350 - $500,484.81,1,1,Urban,0,Web,No E-Mail,0
16381,3,2) $100 - $200,104.42,1,0,Surburban,0,Phone,Womens E-Mail,0
11090,6,4) $350 - $500,409.04,0,1,Surburban,0,Web,No E-Mail,1
58845,4,1) $0 - $100,98.01,1,0,Urban,0,Phone,Womens E-Mail,0
34993,11,1) $0 - $100,29.99,1,0,Rural,0,Phone,No E-Mail,0
42224,8,5) $500 - $750,712.94,1,1,Urban,1,Web,Mens E-Mail,0
35334,8,4) $350 - $500,368.59,1,0,Urban,0,Web,No E-Mail,0
54666,9,4) $350 - $500,415.53,1,1,Surburban,0,Phone,No E-Mail,0
13088,2,3) $200 - $350,226.68,1,1,Urban,0,Web,Mens E-Mail,0
47835,7,1) $0 - $100,93.6,1,0,Rural,1,Web,Womens E-Mail,0
39378,8,3) $200 - $350,240.82,1,1,Urban,1,Web,Womens E-Mail,0
31838,10,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
45748,10,2) $100 - $200,122.29,0,1,Surburban,0,Phone,No E-Mail,0
50515,3,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0
52854,12,3) $200 - $350,230.83,0,1,Urban,0,Multichannel,No E-Mail,0
9649,8,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
8467,2,2) $100 - $200,158.9,1,0,Surburban,1,Phone,Womens E-Mail,0
4780,10,3) $200 - $350,296.47,1,0,Urban,0,Multichannel,Womens E-Mail,0
32557,10,2) $100 - $200,150.91,1,0,Urban,1,Phone,No E-Mail,0
51854,5,4) $350 - $500,430.06,1,1,Surburban,0,Web,Mens E-Mail,0
16382,12,2) $100 - $200,171.02,0,1,Rural,0,Phone,No E-Mail,0
9923,3,5) $500 - $750,703.47,1,0,Rural,1,Phone,No E-Mail,0
6669,4,1) $0 - $100,34.86,0,1,Surburban,0,Web,Mens E-Mail,0
1617,10,1) $0 - $100,31.1,0,1,Surburban,0,Web,Womens E-Mail,0
3058,1,4) $350 - $500,363.84,0,1,Surburban,1,Web,Womens E-Mail,0
39020,7,3) $200 - $350,271.13,0,1,Urban,0,Web,No E-Mail,0
3675,1,4) $350 - $500,371.79,1,0,Surburban,0,Multichannel,Womens E-Mail,0
44868,8,5) $500 - $750,526.26,1,1,Surburban,1,Multichannel,No E-Mail,0
59262,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0
50389,1,"7) $1,000 +",1777.61,1,1,Urban,1,Phone,Womens E-Mail,0
25170,4,1) $0 - $100,80.94,0,1,Urban,0,Phone,No E-Mail,0
27620,1,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,1
42293,9,1) $0 - $100,30.25,0,1,Rural,1,Phone,Womens E-Mail,0
63494,9,1) $0 - $100,87.72,1,0,Surburban,1,Web,Mens E-Mail,0
9241,12,4) $350 - $500,453.51,0,1,Urban,0,Multichannel,No E-Mail,0
23292,3,"7) $1,000 +",1767.39,1,1,Rural,1,Multichannel,Womens E-Mail,0
33434,4,2) $100 - $200,135.98,0,1,Urban,1,Web,Mens E-Mail,0
62091,5,5) $500 - $750,655.89,1,0,Urban,1,Phone,Mens E-Mail,0
15681,1,2) $100 - $200,187.64,1,0,Surburban,0,Phone,Womens E-Mail,0
56056,12,2) $100 - $200,126.27,0,1,Surburban,1,Phone,Womens E-Mail,0
6292,1,2) $100 - $200,128.0,1,0,Surburban,1,Phone,No E-Mail,0
52645,7,2) $100 - $200,172.71,1,0,Rural,0,Web,Womens E-Mail,0
28987,2,2) $100 - $200,155.85,1,0,Surburban,1,Phone,No E-Mail,0
800,1,5) $500 - $750,651.65,1,1,Urban,1,Web,No E-Mail,0
36536,9,3) $200 - $350,213.17,0,1,Urban,1,Web,Mens E-Mail,0
47423,9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0
52168,1,"7) $1,000 +",1528.03,0,1,Surburban,1,Phone,Womens E-Mail,0
6438,10,1) $0 - $100,70.71,0,1,Urban,0,Web,Mens E-Mail,1
58074,7,1) $0 - $100,82.57,1,0,Rural,1,Phone,No E-Mail,0
29466,6,4) $350 - $500,354.95,1,0,Urban,0,Phone,Mens E-Mail,0
12784,11,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,1
61114,9,1) $0 - $100,51.54,1,0,Surburban,1,Web,No E-Mail,0
12304,1,1) $0 - $100,90.71,0,1,Urban,1,Phone,No E-Mail,0
39112,2,4) $350 - $500,415.67,1,1,Urban,1,Web,No E-Mail,1
15009,2,3) $200 - $350,251.66,1,1,Surburban,0,Multichannel,No E-Mail,0
37629,5,1) $0 - $100,85.62,1,0,Urban,1,Phone,No E-Mail,0
44084,4,3) $200 - $350,238.99,1,0,Urban,1,Web,Womens E-Mail,0
15339,11,4) $350 - $500,445.34,0,1,Urban,0,Phone,Mens E-Mail,0
62568,6,1) $0 - $100,75.48,0,1,Urban,0,Web,Womens E-Mail,0
3201,1,3) $200 - $350,225.43,1,0,Surburban,1,Phone,Mens E-Mail,0
40237,3,4) $350 - $500,395.8,1,1,Surburban,0,Phone,No E-Mail,0
34011,7,1) $0 - $100,76.56,1,0,Urban,0,Web,Mens E-Mail,0
44369,1,1) $0 - $100,49.25,1,0,Surburban,0,Phone,Mens E-Mail,0
58697,6,1) $0 - $100,89.28,0,1,Surburban,1,Web,No E-Mail,1
13069,7,4) $350 - $500,352.14,0,1,Rural,0,Web,No E-Mail,0
22006,8,3) $200 - $350,213.52,0,1,Surburban,0,Web,No E-Mail,0
12502,7,5) $500 - $750,591.35,1,0,Surburban,1,Web,No E-Mail,1
4438,5,4) $350 - $500,483.29,1,0,Urban,1,Web,Mens E-Mail,0
59396,2,1) $0 - $100,98.95,1,0,Surburban,0,Phone,Womens E-Mail,1
1763,7,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0
1768,10,3) $200 - $350,216.08,1,1,Rural,0,Web,Mens E-Mail,0
63832,4,2) $100 - $200,135.61,1,0,Urban,0,Phone,Mens E-Mail,1
57676,8,1) $0 - $100,61.62,1,0,Surburban,0,Web,Womens E-Mail,1
9094,3,2) $100 - $200,177.14,1,0,Rural,0,Phone,No E-Mail,0
60887,9,3) $200 - $350,228.0,0,1,Surburban,1,Phone,Womens E-Mail,0
17870,1,1) $0 - $100,32.49,0,1,Rural,1,Web,Womens E-Mail,0
17026,11,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,1
19604,3,3) $200 - $350,329.62,0,1,Urban,1,Multichannel,No E-Mail,0
7396,2,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,1
39775,10,1) $0 - $100,68.37,0,1,Urban,0,Web,No E-Mail,1
24285,4,5) $500 - $750,674.08,1,0,Urban,1,Multichannel,No E-Mail,0
38925,11,4) $350 - $500,426.75,1,1,Surburban,1,Phone,No E-Mail,0
52425,2,3) $200 - $350,252.99,0,1,Urban,1,Web,Womens E-Mail,0
30074,6,3) $200 - $350,292.39,0,1,Rural,0,Phone,Womens E-Mail,0
60014,2,5) $500 - $750,500.62,0,1,Surburban,1,Multichannel,Womens E-Mail,0
23658,10,1) $0 - $100,51.39,1,0,Surburban,1,Phone,Womens E-Mail,0
19128,10,4) $350 - $500,463.92,1,0,Urban,1,Web,No E-Mail,0
55304,8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0
5647,6,1) $0 - $100,44.93,1,0,Urban,1,Phone,Mens E-Mail,0
5473,2,2) $100 - $200,134.95,1,0,Urban,0,Web,Mens E-Mail,1
58812,7,1) $0 - $100,38.1,1,0,Urban,1,Web,Womens E-Mail,1
3492,8,2) $100 - $200,111.06,0,1,Urban,1,Web,No E-Mail,0
13202,5,5) $500 - $750,631.35,1,0,Surburban,1,Multichannel,Womens E-Mail,0
59296,4,1) $0 - $100,74.97,1,0,Urban,0,Phone,No E-Mail,0
36156,8,2) $100 - $200,181.47,0,1,Urban,0,Web,Womens E-Mail,0
6720,6,1) $0 - $100,63.22,1,0,Surburban,1,Web,Mens E-Mail,0
43090,1,1) $0 - $100,99.36,1,0,Rural,0,Phone,No E-Mail,0
15966,9,1) $0 - $100,47.38,0,1,Urban,1,Phone,Womens E-Mail,0
22225,4,1) $0 - $100,73.17,0,1,Rural,1,Phone,Womens E-Mail,0
38896,5,4) $350 - $500,371.66,0,1,Surburban,0,Multichannel,Mens E-Mail,1
14106,1,2) $100 - $200,153.78,0,1,Urban,0,Web,Womens E-Mail,0
48325,10,3) $200 - $350,249.3,0,1,Surburban,1,Web,Mens E-Mail,0
17308,4,1) $0 - $100,31.65,0,1,Surburban,1,Phone,No E-Mail,0
17107,6,3) $200 - $350,257.27,0,1,Surburban,1,Web,No E-Mail,0
41273,1,3) $200 - $350,212.15,0,1,Surburban,1,Phone,No E-Mail,0
51936,10,3) $200 - $350,218.35,1,1,Surburban,0,Phone,Mens E-Mail,0
52183,4,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0
34417,7,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0
41057,7,1) $0 - $100,59.14,0,1,Urban,0,Web,No E-Mail,0
57329,5,3) $200 - $350,205.12,1,1,Urban,0,Phone,Womens E-Mail,0
31917,3,4) $350 - $500,380.95,1,1,Urban,0,Web,Womens E-Mail,0
55111,4,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0
47836,1,4) $350 - $500,414.95,1,0,Surburban,1,Multichannel,Womens E-Mail,0
35161,6,2) $100 - $200,104.93,1,0,Surburban,0,Web,Womens E-Mail,0
19986,7,4) $350 - $500,477.37,1,1,Rural,0,Phone,No E-Mail,1
41535,12,2) $100 - $200,184.79,1,0,Urban,1,Web,Womens E-Mail,0
11701,3,5) $500 - $750,618.76,1,1,Surburban,1,Phone,No E-Mail,1
56720,1,1) $0 - $100,40.07,1,0,Urban,1,Web,Womens E-Mail,0
1385,10,1) $0 - $100,84.77,1,0,Surburban,1,Phone,Mens E-Mail,0
25329,1,5) $500 - $750,722.26,1,1,Urban,1,Phone,Womens E-Mail,0
3095,3,4) $350 - $500,418.44,1,1,Surburban,1,Phone,Womens E-Mail,1
49250,9,3) $200 - $350,326.82,1,0,Surburban,0,Web,No E-Mail,0
36793,9,3) $200 - $350,314.29,0,1,Surburban,0,Phone,No E-Mail,1
57368,8,3) $200 - $350,281.1,1,1,Urban,0,Phone,Womens E-Mail,0
24352,12,2) $100 - $200,177.64,1,0,Urban,1,Phone,Mens E-Mail,0
60717,10,4) $350 - $500,441.89,0,1,Urban,0,Multichannel,Womens E-Mail,0
61359,1,"7) $1,000 +",1073.24,1,0,Rural,1,Multichannel,Mens E-Mail,0
4392,12,1) $0 - $100,53.44,0,1,Urban,0,Phone,No E-Mail,0
46863,4,1) $0 - $100,52.89,0,1,Surburban,0,Web,No E-Mail,0
43028,4,3) $200 - $350,292.62,1,1,Surburban,1,Phone,Womens E-Mail,0
53144,7,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,1
59536,9,1) $0 - $100,62.46,1,0,Urban,1,Web,Mens E-Mail,0
13462,1,"7) $1,000 +",1476.86,1,0,Urban,1,Web,Womens E-Mail,0
11031,2,5) $500 - $750,513.94,1,0,Surburban,1,Multichannel,No E-Mail,0
57885,10,3) $200 - $350,200.34,1,1,Urban,0,Web,Mens E-Mail,1
22956,7,2) $100 - $200,127.61,0,1,Urban,1,Phone,Mens E-Mail,0
3744,9,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0
61880,7,2) $100 - $200,161.18,1,0,Urban,1,Phone,No E-Mail,0
51607,11,2) $100 - $200,126.38,0,1,Urban,1,Web,Mens E-Mail,0
21228,2,2) $100 - $200,152.99,1,0,Urban,0,Web,Mens E-Mail,0
19965,10,3) $200 - $350,339.18,1,0,Surburban,0,Phone,No E-Mail,0
38313,1,3) $200 - $350,245.94,1,1,Surburban,1,Web,No E-Mail,0
59645,11,2) $100 - $200,151.23,1,0,Rural,1,Phone,Womens E-Mail,1
24502,7,2) $100 - $200,130.69,0,1,Urban,1,Web,No E-Mail,0
56326,1,4) $350 - $500,431.9,1,0,Urban,1,Web,No E-Mail,0
52570,5,3) $200 - $350,324.07,1,0,Urban,0,Phone,No E-Mail,0
15403,7,1) $0 - $100,48.79,0,1,Rural,0,Phone,Womens E-Mail,0
8748,6,3) $200 - $350,266.72,0,1,Surburban,0,Phone,Mens E-Mail,0
24706,9,1) $0 - $100,77.1,0,1,Urban,0,Web,Womens E-Mail,0
8359,5,1) $0 - $100,56.93,0,1,Urban,0,Web,Mens E-Mail,0
59154,4,3) $200 - $350,329.59,1,0,Surburban,0,Web,No E-Mail,0
57035,6,1) $0 - $100,65.52,0,1,Surburban,1,Phone,No E-Mail,0
16695,4,2) $100 - $200,162.33,0,1,Surburban,1,Phone,Mens E-Mail,0
21538,3,4) $350 - $500,479.15,1,0,Urban,0,Phone,No E-Mail,0
55352,10,2) $100 - $200,122.74,0,1,Surburban,1,Phone,Mens E-Mail,1
28832,6,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0
16023,3,"6) $750 - $1,000",904.03,1,1,Rural,1,Phone,Mens E-Mail,1
33734,4,"6) $750 - $1,000",852.27,0,1,Surburban,1,Phone,Womens E-Mail,0
45621,9,2) $100 - $200,178.17,1,0,Surburban,1,Web,Mens E-Mail,0
24270,1,3) $200 - $350,239.0,1,0,Surburban,1,Web,Mens E-Mail,1
62817,2,2) $100 - $200,165.54,0,1,Rural,0,Phone,Womens E-Mail,0
14763,3,1) $0 - $100,77.15,1,0,Surburban,0,Web,Mens E-Mail,1
28592,1,2) $100 - $200,132.62,1,0,Rural,0,Web,No E-Mail,0
6697,6,3) $200 - $350,328.32,1,0,Urban,1,Web,No E-Mail,0
29658,1,"7) $1,000 +",1509.0,1,0,Surburban,1,Multichannel,Mens E-Mail,1
52064,8,3) $200 - $350,342.25,0,1,Urban,0,Web,No E-Mail,0
61166,3,2) $100 - $200,176.21,0,1,Surburban,1,Web,Womens E-Mail,0
56685,4,"6) $750 - $1,000",815.94,0,1,Surburban,1,Web,No E-Mail,0
28313,11,1) $0 - $100,48.32,0,1,Surburban,1,Phone,Mens E-Mail,0
54058,5,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0
5943,6,2) $100 - $200,126.46,0,1,Surburban,1,Web,Mens E-Mail,0
18264,11,1) $0 - $100,35.96,0,1,Urban,1,Web,No E-Mail,0
9458,3,3) $200 - $350,297.68,1,0,Surburban,0,Web,Mens E-Mail,0
33468,6,2) $100 - $200,169.1,1,0,Surburban,0,Web,Mens E-Mail,0
37389,5,2) $100 - $200,157.91,1,0,Urban,0,Web,Mens E-Mail,1
3666,1,2) $100 - $200,180.72,0,1,Surburban,0,Phone,Womens E-Mail,1
16395,1,3) $200 - $350,219.73,1,0,Urban,1,Multichannel,Womens E-Mail,1
50112,6,2) $100 - $200,160.66,1,0,Surburban,1,Web,No E-Mail,0
49762,1,1) $0 - $100,44.09,1,0,Surburban,1,Web,Womens E-Mail,0
29841,9,2) $100 - $200,134.88,0,1,Urban,1,Phone,Mens E-Mail,0
25457,3,5) $500 - $750,572.63,1,0,Urban,1,Web,No E-Mail,0
3186,5,3) $200 - $350,296.12,1,1,Surburban,0,Phone,Mens E-Mail,0
19203,1,2) $100 - $200,198.42,1,0,Urban,0,Web,No E-Mail,0
57773,10,3) $200 - $350,229.69,1,0,Urban,0,Multichannel,No E-Mail,1
48342,9,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0
45231,1,1) $0 - $100,30.79,0,1,Surburban,1,Web,Womens E-Mail,0
35410,2,1) $0 - $100,84.26,0,1,Urban,1,Phone,Mens E-Mail,0
30225,3,1) $0 - $100,54.74,0,1,Urban,1,Web,Mens E-Mail,0
42786,9,2) $100 - $200,130.35,0,1,Urban,1,Phone,Mens E-Mail,0
51984,10,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
38110,10,2) $100 - $200,110.36,0,1,Urban,1,Web,No E-Mail,0
16267,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
31808,3,"6) $750 - $1,000",780.27,0,1,Surburban,1,Web,Womens E-Mail,1
63888,6,3) $200 - $350,200.59,1,0,Rural,0,Web,No E-Mail,0
32141,1,3) $200 - $350,314.33,1,1,Rural,0,Web,No E-Mail,1
10132,10,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
16209,7,3) $200 - $350,302.55,1,0,Surburban,0,Web,No E-Mail,1
7537,10,3) $200 - $350,245.97,0,1,Urban,1,Phone,Mens E-Mail,0
16842,11,2) $100 - $200,184.44,1,0,Urban,0,Web,No E-Mail,0
57540,3,4) $350 - $500,435.14,1,0,Urban,1,Multichannel,Womens E-Mail,0
60961,1,4) $350 - $500,399.28,1,0,Surburban,0,Multichannel,Mens E-Mail,0
15665,9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0
16680,8,4) $350 - $500,366.91,1,0,Urban,0,Web,Mens E-Mail,0
8469,9,4) $350 - $500,388.28,1,1,Surburban,0,Multichannel,Mens E-Mail,0
14205,7,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0
9879,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
1980,10,2) $100 - $200,155.34,1,0,Surburban,1,Phone,Womens E-Mail,0
4756,10,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0
51864,1,1) $0 - $100,71.2,1,0,Surburban,1,Phone,No E-Mail,0
56248,2,4) $350 - $500,421.51,1,0,Urban,0,Multichannel,No E-Mail,0
34452,5,"6) $750 - $1,000",916.8,1,0,Surburban,1,Web,Mens E-Mail,0
34269,9,1) $0 - $100,70.75,1,0,Surburban,1,Phone,Mens E-Mail,0
12149,6,2) $100 - $200,190.08,1,0,Surburban,1,Web,No E-Mail,0
51502,1,2) $100 - $200,106.9,0,1,Rural,0,Phone,No E-Mail,0
8956,2,2) $100 - $200,179.69,1,0,Rural,1,Phone,Mens E-Mail,0
921,3,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,1
19256,10,3) $200 - $350,281.95,1,0,Surburban,0,Web,No E-Mail,1
348,7,1) $0 - $100,60.02,1,0,Surburban,1,Phone,Mens E-Mail,0
62460,4,2) $100 - $200,174.2,1,0,Urban,1,Phone,Mens E-Mail,1
63897,5,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,0
30933,10,2) $100 - $200,198.71,0,1,Surburban,1,Web,Mens E-Mail,0
55105,1,1) $0 - $100,34.64,1,0,Urban,0,Web,No E-Mail,0
12719,2,1) $0 - $100,88.94,1,0,Urban,0,Phone,Womens E-Mail,0
36966,10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,1
61989,11,2) $100 - $200,193.82,0,1,Surburban,0,Web,Womens E-Mail,1
48780,2,2) $100 - $200,185.42,1,0,Urban,1,Phone,No E-Mail,0
39070,1,5) $500 - $750,657.72,1,1,Surburban,1,Multichannel,Womens E-Mail,0
53889,3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0
58576,10,2) $100 - $200,131.66,0,1,Urban,1,Web,No E-Mail,0
56934,10,3) $200 - $350,223.53,1,0,Surburban,0,Phone,Mens E-Mail,1
44982,4,3) $200 - $350,258.96,1,0,Surburban,0,Multichannel,Womens E-Mail,0
19042,9,2) $100 - $200,119.16,1,0,Urban,1,Phone,No E-Mail,0
6265,9,3) $200 - $350,204.37,0,1,Surburban,1,Phone,Mens E-Mail,0
11209,4,1) $0 - $100,30.15,1,0,Surburban,0,Web,Womens E-Mail,0
15433,2,3) $200 - $350,227.93,1,0,Urban,0,Phone,Womens E-Mail,1
9166,10,3) $200 - $350,342.71,0,1,Urban,0,Phone,Mens E-Mail,0
17253,9,2) $100 - $200,125.88,0,1,Surburban,1,Phone,Mens E-Mail,0
5511,1,"6) $750 - $1,000",940.74,1,0,Urban,1,Web,Womens E-Mail,0
31148,7,1) $0 - $100,84.85,0,1,Urban,0,Phone,Mens E-Mail,0
28286,6,2) $100 - $200,126.88,0,1,Urban,1,Web,No E-Mail,0
18186,2,1) $0 - $100,91.74,1,0,Urban,1,Phone,No E-Mail,0
3707,11,2) $100 - $200,122.39,1,0,Surburban,1,Phone,No E-Mail,0
26070,2,1) $0 - $100,74.71,1,0,Urban,0,Phone,Mens E-Mail,0
51918,3,4) $350 - $500,440.68,0,1,Surburban,0,Web,Womens E-Mail,0
12402,5,5) $500 - $750,506.02,1,1,Surburban,1,Web,No E-Mail,0
37367,9,2) $100 - $200,151.89,0,1,Urban,0,Web,Mens E-Mail,0
44999,4,1) $0 - $100,70.8,1,0,Surburban,1,Phone,Mens E-Mail,0
12871,3,4) $350 - $500,470.39,1,1,Rural,1,Phone,No E-Mail,1
32690,11,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0
62707,2,1) $0 - $100,40.77,1,0,Surburban,1,Web,No E-Mail,0
49487,3,2) $100 - $200,192.08,1,0,Urban,1,Phone,No E-Mail,0
35533,6,2) $100 - $200,188.89,0,1,Urban,0,Phone,Womens E-Mail,0
1534,11,2) $100 - $200,124.23,1,0,Surburban,0,Phone,No E-Mail,0
23994,9,4) $350 - $500,353.18,1,1,Urban,1,Phone,Womens E-Mail,0
40227,8,2) $100 - $200,184.57,0,1,Rural,1,Web,Womens E-Mail,0
1243,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,Womens E-Mail,0
